5	0.096428571	1	0.007142857
5	0.1	1	0.011664237
5	0.089285714	1	0.007142857
5	0.092857143	1	0.008247861
10	0.125	1	0.007142857
10	0.125	1	0.007142857
10	0.121428571	1	0.008247861
10	0.121428571	1	0.008247861
15	0.253571429	1	0.007142857
15	0.271428571	1	0.011664237
15	0.289285714	1	0.01367753
15	0.257142857	1	0.011664237
20	0.367857143	1	0.007142857
20	0.357142857	1	0
20	0.382142857	1	0.01367753
20	0.378571429	1	0.018442778
25	0.396428571	1	0.01367753
25	0.378571429	1	0.008247861
25	0.382142857	1	0.024397502
25	0.375	1	0.01367753
30	0.278571429	1	0.008247861
30	0.325	1	0.021428571
30	0.307142857	1	0.018442778
30	0.289285714	1	0.007142857
35	0.075	1	0.01367753
35	0.064285714	1	0.008247861
35	0.067857143	1	0.017975796
35	0.078571429	1	0.018442778
